ID,開放建議標題,建議資料集名稱,建議開放的欄位,建議原因,瀏覽次數,建議者,發表時間,派發機關,分派狀態,回復狀態
8261,建請提供全台各縣市天然氣普及率,全台各縣市天然氣普及率,縣市，使用率,為了解國內桶裝瓦斯及家用天然氣的使用比率,3897,e****,2014/06/2109:23,經濟部,已分派,已回復
8311,臺灣各縣市博物館各類門票收費歷年統計,臺灣各縣市博物館各類門票收費歷年統計,"博物館名稱,縣市,地址,門票.","為提升各地博物館良性競爭,展覽各地特展,促進各縣市之間合作關係",1499,Q****,2014/06/2615:03,文化部,已分派,已回復
8342,航港建設基金,航港建設基金92~101年度單位預算案,基金來源、用途及餘絀預計表,官網上只能查詢到102.103年度的航港建設基金<br/>,1722,y****,2014/07/0316:46,交通部,已分派,已回復
8346,全國推廣動物認領養平台,全國推廣動物認領養平台資訊,1.認領養動物(ex:狗、貓、...)<br/>2.動物之品種(ex:米克斯、柴犬、拉不拉多、....)<br/>3.動物所在各地收容所(ex:台北市內湖、苗栗、花蓮、....)<br/>4.動物資訊(性別、毛色、體型、...)<br/>5.動物狀況(生病、親人、....)<br/>6.入所日期、安樂死日期(12日)<br/>7.各地收容所資訊(含認養人需具被條件ex:滿18歲....)<br/>這些資訊狀態皆已可在網站上查得<br/>http://animal-adoption.coa.gov.tw/,"因目前動物保護的觀念愈來愈盛行，如電影""十二夜""所帶來的迴響<br/>推行動物保護政策，也有助我國際形象，及提昇民眾對政府的施政滿意度<br/>政府有""全國推廣動物認養平台""，由農委會所有<br/>http://animal-adoption.coa.gov.tw/<br/>目前是網站版，是被動的方式讓民眾造訪<br/>希望能讓動物能被更多適合的民眾知道消息而被認養<br/>而不是浪費更多政府預算並執行安樂死<br/>因為這些資料各地收容所內都會有建檔，動物入所12天後執行安樂死<br/>所以這些資料都是可以開放來做更大價值的應用<br/>以達到各中央地方政府所宣導以領養代替購買之理念<br/>並可達到便民、提昇施政滿意度、提昇我國國際形象、<br/>宣揚動物保護之理念、節省公共預算、....等功效",7216,f****,2014/07/0713:35,行政院農業委員會,已分派,已回復
8347,建請提供私立國中小、大專院校之機關代碼、完整全銜及地址，最新OPENDATA資料。,私立國中小、大專院校機關代碼資料集,機關代碼、完整全銜及地址,因目前只有國立有提供機關代碼資料集(http://data.gov.tw/node/7307)，建議私立部分也可以提供下載使用。,3667,p****,2014/07/0714:58,"教育部,行政院人事行政總處",已分派,已回復
8362,請開放鄉鎮淹水警戒值,鄉鎮淹水警戒值,請參考<br/>http://fhy.wra.gov.tw/PUB_WEB_2011/Page/SurveyStationInfos.aspx<br/><br/>另請提供即時雨量資料、警戒範圍地點代碼或經緯度座標,目前無此opendata且淹水警戒值時常更新民眾未能及時了解資訊,1136,w****,2014/07/1117:19,經濟部,已分派,已回復
8363,河川水位警戒值,河川水位警戒值,http://fhy.wra.gov.tw/PUB_WEB_2011/Page/SurveyStationInfos.aspx<br/>(下面警戒水位站欄位資訊),目前無此Opendata且民眾未能即時了解水位資訊,2054,w****,2014/07/1117:23,經濟部,已分派,已回復
8364,全台安養院資料,全台安養院資料,請問可以提供全台灣安養院資料嗎?,"目前只查到台南安養院詳細資料,希望有全台灣安養院資料",3066,N****,2014/07/1323:19,衛生福利部,已分派,已回復
8377,建請提供國民旅遊卡相關資訊,http://travel.nccc.com.tw/chinese/index.htm<br/>國民旅遊卡網站連結中特約商店及優惠資訊,國旅卡：特約店名稱、地址、電話、行業別<br/>國旅卡：優惠店名稱、地址、電話、優惠起訖日,實用資訊方便相關應用。謝謝~,3269,p****,2014/07/1611:20,行政院人事行政總處,已分派,已回復
8394,請開放濕地圖資,國家重要濕地圖資套疊http://wetland-tw.tcd.gov.tw/WetLandWeb/map.php,全國濕地圖資(shapefile),已有資料在線上，但未開放下載。若開放後，結合已有的國家公園等圖資，可充實保護區資料。,3027,w****,2014/07/1815:07,內政部,已分派,已回復
8432,敬請開放「立法院議事錄及委員會最新審竣議案」相關資料,立法院議事錄及委員會最新審竣議案(此為資料描述，實際要看政府單位是否有相關或替代資料可參考),出席議員、出席政府官員、提交文件、發言內容、發言議員、回覆內容、回覆官員、議案提案機關委員、議案進度、議事日程...,可提供議事錄查詢及最新審竣議案列表，分析計算立委質詢次數，以了解立委問政情形，督促提升國會整體問政品質，謝謝！,1655,o****,2014/07/2515:42,立法院,已分派,已回復
8433,敬請開放「立法委員選舉結果概況及不分區得票」,立法委員選舉結果概況及不分區得票（此為資料描述，實際要看政府單位是否有相關或替代資料可參考）,立委姓名、立委政黨、立委選區、得票數、投票數、總投票人口...等,提供立委得票歷史資料，便於選情分析。,1146,o****,2014/07/2515:44,中央選舉委員會,已分派,已回復
8434,敬請開放「政府委辦計畫相關資訊」,政府委辦計畫相關資訊（此為資料描述，實際要看政府單位是否有相關或替代資料可參考）,計畫名稱、委託機關、受委託機構、執行期間、金額、所產製報告書（包含：報告書電子檔下載連結、書面報告、書面附件報告）...等,解決廠商執行相關計畫時，缺乏參考資料、文獻、目前研究成果等資料問題。加強計畫執行參考資料深度與廣度，並掌握政府當前研究成果，以此做為後續執行計畫基礎與依據。,1621,o****,2014/07/2515:46,科技部,已分派,已回復
8437,敬請開放「台灣國民死亡通報名單及每日猝死人數」,台灣國民死亡通報名單及每日猝死人數（此為資料描述，實際要看政府單位是否有相關或替代資料可參考）,全台灣近一週死亡國民名單（去個資化）或最小行政區內每日猝死人數、死亡日期等資料，在不涉及個人隱私由權責單位決定可開放資料內容。,廠商可運用開發各種應用並推展服務，其中一個國外線上創新應用為國外已在網路虛擬世界提供當某使用者死亡而將其線上資產或網路虛擬物品的遺產，如網路小說著作、線上照片檔案、線上遊戲虛擬寶物...等，移轉給他人的服務，透過線上服務所產生的資料或資產可依個人遺願轉移帳戶密碼或資產給指定的人，以完成死者心願。,1893,o****,2014/07/2516:00,衛生福利部,已分派,已回復
8442,敬請開放「失蹤人口資料集」,失蹤人口資料集（此為資料描述，實際要看政府單位是否有相關或替代資料可參考）,失蹤人口的性別、失蹤人口的年齡、失蹤時間(越詳細越好，例如大約幾點失蹤)、失蹤地點(也是越詳細越好，盡量不要只有行政區域)、失蹤原因、報案時間(越詳細越好，例如大約幾點報案)、報案地點(在哪裡報案)、報案方式、是否尋獲結案、結案原因(家人尋獲、警方尋獲還是自行返家等),期望能夠防範並減少每年的失蹤人口，並加強宣導與強化民眾協尋意願，之後可以配合防走失追蹤裝置等廠商進行宣導。,2478,o****,2014/07/2520:46,內政部,已分派,已回復
8443,敬請開放「台灣各部會觀光景點開放資料彙總資訊表」,台灣各部會觀光景點開放資料彙總資訊表（此為資料描述，實際要看政府單位是否有相關或替代資料可參考）,各部會觀光景點資料開放名錄：一表能快速查到各部會開放的綜整資料項目與下載連結，便於從散落中的資料找到下載的路徑，需要資料內容包括主管機關、資料集名稱、下載連結、資料集描述...,降低資料蒐集所需時間，將旅程中所需資訊整合在單一平台應用，降低規劃旅遊所花時間。,2060,o****,2014/07/2520:49,交通部,已分派,已回復
8444,敬請開放「未來都市發展計畫及營建施工案」,未來都市發展計畫及營建施工案（此為資料描述，實際要看政府單位是否有相關或替代資料可參考）,大型公共設施預定地位置、建案內容、計畫預計時間、建商、外包主管機構...,連鎖展店評估作業上，能了解某地何時有工程或未來構城計畫，ex.造鎮計畫、運輸樞紐，未來捷運會拓展到哪個地區，評估各地段未來的發展商機或何時有黑暗施工期，以避免在該地展店,1014,o****,2014/07/2520:52,內政部,已分派,已回復
8445,敬請開放「建築物使用執照」,建築物使用執照（此為資料描述，實際要看政府單位是否有相關或替代資料可參考）,發照日期、建造執照、地段地號、設計人資料(事務所名稱、開業證書字號)、基地概要(法定建蔽率、法定容積率、基地面積合計、騎樓地面積、其他面積、法定空地面積、土地使用分區或編定用地)、建築概要(建築物主要用途、設計建築物高度、建築面積、總樓地板面積、設計建蔽率、設計容積率、構造種類、法定工程造價概算、層棟戶數、總設計停車輛數、法定輛數、鼓勵輛數、自行增設輛數...,協助政府單位紀錄與分析台灣建築物的老化程度，評估建築物於生命週期的階段，未來可能面臨的維護修繕問題，可與目前開放的水利資訊資料集交叉查詢，了解建築與環境的關聯，讓民眾及早為自家建築做防災準備與預警的效果。<br/><br/>建照與使照資料為買屋、賣屋、房屋維護與裝修時所必須使用到的資料，一般民眾過去若想取得某間房屋的建照或使照資料，都必須透過建管單位去申請。然而這樣的方式並無法提供及時訊息的傳遞。例如，若想買屋的民眾，在初步評估房屋時，如果每一棟房子都必須去申請才能知道建造或使照的訊息，那對民眾而言會是相當大的負擔。因此，若建照與使用資料庫釋出後，將造福全國需要買屋、賣屋或房屋維護的民眾。,5687,o****,2014/07/2520:53,內政部,已分派,已回復
8466,請開放ARTC車輛安全測試詳細分數,ARTC車輛安全測試完整分數,安全測試各項分數、車款、製造商、車款出廠年份、測試時間,"目前ARTC可進行以下測試：<br/><br/>交通部--車輛安全檢測基準26,44,45,46,49,51,63<br/>‧ECER11,R12,R16,R17,R32,R33,R34,R44,R80,R94,R95,R107,R126<br/>‧FMVSS208前面碰撞／動態翻滾<br/>‧GB11551,GB20071,GB20072<br/>‧CNS3972,CNS5563,CNS11497<br/>‧ISO7176-19,ISO10542-2<br/><br/>但消費者僅無法得知完整安全測試，消費者購買車輛之權益因而受損<br/>故請ARTC公布詳細測試分數，以保障消費者權益",6172,l****,2014/07/3011:33,經濟部,已分派,已回復
8488,建議開放政府採購網站拒絕往來廠商資料,政府採購拒絕往來廠商資料庫,廠商名稱、統一編號、負責人、身分證字號、案件合約名稱、違約拒往事由、拒往期間,廠商拒往事由可作為民間評估廠商信譽重要資料,872,j****,2014/08/0110:47,行政院公共工程委員會,已分派,已回復
8502,請開放天然氣管線、工業用管線資料,天然氣管線、工業用管線資料,天然氣管線、工業用管線資料、經緯度、座標、維修、年分、使用者等,避免再度發生大爆炸事件，利用公民力量讓大家多參與,3191,w****,2014/08/0210:09,經濟部,已分派,已回復
