(中台灣排除6都)公司登記資料-A農、林、漁、牧業,['108351']
「強化國際參與-人權公約在德國之實踐」專題演講會議資料,['14409']
「強化國際參與-人權公約在歐盟之實踐」專題演講會議資料,['14410']
「愛臺十2建設-綠色造林」植栽統計,['7029']
「我國公益信託法制修正之研議」委託研究案研究報告,['14650']
「我國產業轉型所需研發創新之產業人才、技術及其推廣運用」書面報告,['34008']
「戰略安全研析」雙月刊稿件清單,['8121']
「改道路線」標誌標準化,['106440']
「政府計畫管理資訊網」中長程個案計畫作業系統講習會訓練教材,['57712']
「既有建築物智慧化改善工作」公有建築物受補助單位名稱及金額一覽表,['24715']
「日據時代株式會社台灣銀行海外分行分支機構存款及匯款處理條例」墊還款案統計表,['41140']
「智慧手持裝置核心技術攻堅計畫」人才培訓課程資訊,['29814']
「智慧綠建築網站」最新消息,['21927']
「更生人就業狀況調查」成果報告書,['13186']
「本國律師人數」資料集,['90965']
「校園周邊健康飲食輔導示範計畫」各地方政府衛生局輔導成果(執行單位及輔導學區資訊),"['43561', '78363']"
「校園周邊健康飲食輔導示範計畫」各地方政府衛生局輔導成果(輔導學區及店家餐飲資訊),"['43563', '78365']"
「校園周邊健康飲食輔導示範計畫」各縣市輔導成果(執行單位及輔導學區資訊),['33810']
「校園周邊健康飲食輔導示範計畫」各縣市輔導成果(輔導學區及店家餐飲資訊),['33811']
「民法債編商品責任及定型化契約規範之檢討-以交易地位的不對等及消費者保護的發展趨勢」委託研究案,['14147']
「法務部財產申報查核平臺」教育訓練會議資料,['14086']
「洗錢防制及打擊資恐-法規彙編」資料集,['90970']
「海外僑胞百校植樹愛臺灣計畫」植栽統計,['7030']
「海峽兩岸共同打擊犯罪及司法互助協議」成效表,['43111']
「海峽兩岸共同打擊犯罪及司法互助協議」案件統計,['72060']
「海峽兩岸服務貿易協議」公聽會報告,['14907']
「炎夏『漫』活，創意說『畫』」 2019 年暑期青少年兒童犯罪預防4格漫畫徵件活動得獎者名冊,['120824']
「炎夏『漫』活，創意說『畫』」暑期青少年兒童犯罪預防及服務利他4格漫畫徵件活動,['77757']
「特定營業場所執行毒品防制措施辦法」資料集,['90975']
「研商重大矚目及刑事案件被害人保護聯繫機制會議」決議事項摘要,['70598']
「研商開放資料專法專家座談會」會議紀錄,['114727']
「總分支機構位置」查詢一覽表,['24323']
「臺灣公共治理研究中心」國際研討會,['80983']
「財團法人海峽交流基金會從業人員薪資處理原則」辦理情形一覽表_海基會,['13204']
「財政改革方案執行成效檢討及落實財政平衡之策略研擬」研究報告,['11420']
「跨行通匯-交易值」統計(月報),['24343']
「跨行通匯-交易區域分佈(北/中/南/東)」結構比統計(月報),['24347']
「跨行通匯-交易時間帶分佈」結構比統計,['24344']
「跨行通匯-交易縣市分佈」結構比統計(月報),['24348']
「跨行通匯-總分支機構數縣市分佈」統計,['24349']
「跨行通匯-金融機構屬性(本國銀行/外商銀行/合作社/農會)」結構比統計(月報),['24346']
「辦理示範性基層機關行動服務」補助資訊情形表,['95307']
「農業委員會資料開放諮詢小組」委員名單,['33006']
「遊艇碼頭設施規劃及設計參考手冊」研究報告,['57175']
「遷建計畫」核定明細表,['90321']
「重要原物料國內外市場情勢分析及研究」執行成果報告,['29964']
「金融卡-ATM台數縣市分佈」統計,['24357']
「金融卡-交易值」統計(月報),['24350']
「金融卡-交易區域分佈(北/中/南/東)」結構比統計(月報),['24355']
「金融卡-交易時間帶分佈」結構比統計(月報),['24352']
「金融卡-交易縣市分佈」結構比統計(月報),['24356']
「金融卡-交易類別(餘額查詢/提款/轉帳/繳費/繳稅)」結構比統計(月報),['24353']
「金融卡-金融機構屬性(本國銀行/外商銀行/合作社/農會)」結構比統計(月報),['24354']
【公告】研擬建全圖像管理機制、培育法制人才、完備院藏文物衍生加值法令,['102828']
〔國立臺灣圖書館〕文化創意商品販售處,['52729']
一般優質企業名冊,['17077']
一般公路汽車客運概況,['30394']
一般土地徵收辦理筆數與面積,['13905']
一般塗料類驗證登錄證書資料集,['41582']
一般天氣預報-1週縣市天氣預報,['9219']
一般天氣預報-1週縣市天氣預報(英文版),['15791']
一般天氣預報-7天天氣預報,['9218']
一般天氣預報-7天天氣預報(英文版),['15792']
一般天氣預報-今明36小時天氣預報,['6069']
一般天氣預報-今明36小時天氣預報(英文版),['15790']
一般天氣預報-全球都市天氣預報,['9220']
一般天氣預報-全球都市天氣預報(英文版),['15793']
一般天氣預報-南投縣天氣小幫手,['9239']
一般天氣預報-台中市天氣小幫手,['9234']
一般天氣預報-台北市天氣小幫手,['9221']
一般天氣預報-台南市天氣小幫手,['9229']
一般天氣預報-嘉義市天氣小幫手,['9232']
一般天氣預報-嘉義縣天氣小幫手,['9231']
一般天氣預報-基隆市天氣小幫手,['9223']
一般天氣預報-宜蘭縣天氣小幫手,['9225']
一般天氣預報-屏東縣天氣小幫手,['9238']
一般天氣預報-彰化縣天氣小幫手,['9241']
一般天氣預報-新北市天氣小幫手,['9222']
一般天氣預報-新竹市天氣小幫手,['9237']
一般天氣預報-新竹縣天氣小幫手,['9236']
一般天氣預報-桃園市天氣小幫手,['9235']
一般天氣預報-澎湖縣天氣小幫手,['9228']
一般天氣預報-臺東縣天氣小幫手,['9240']
一般天氣預報-花蓮縣天氣小幫手,['9224']
一般天氣預報-苗栗縣天氣小幫手,['9233']
一般天氣預報-連江縣天氣小幫手,['9243']
一般天氣預報-金門縣天氣小幫手,['9226']
一般天氣預報-雲林縣天氣小幫手,['9242']
一般天氣預報-高雄市天氣小幫手,['9230']
一般廢棄物回收率指標資料,['34942']
一般廢棄物排放帳,['6891']
一般廢棄物最終處置前組成分析資料,['34650']
一般廢棄物清理情況資料,['89022']
一般替代役分發人數統計表,['23791']
一般替代役各梯次分發需用機關人數,['14285']
一般替代役各梯次徵集分發統計表,['23843']
一般替代役役男年終工作獎金發放統計表,['23799']
一般替代役役男服役期間服裝配賦數量表,['130361']
一般替代役役男薪給及主副食費發放統計表,['23797']
一般民眾環境教育終身學習護照註冊及開通人數,['35157']
一般行政業務概況,['95686']
一般護理之家評鑑結果,['8576']
一般銀行及信用合作社存款月底餘額,['28776']
一般銀行及信用合作社放款月底餘額,['28777']
一般銀行及信用合作社消費者貸款業務項目,['45208']
一般銀行對中小企業放款(含催收款)餘額,['28779']
一般銀行對公、民營事業放款(含催收款)餘額,['28778']
一般高級中等學校名錄,['6089']
上市(櫃)公司籌資情形統計表,['11137']
上市上櫃公司買回本公司股份常見違規態樣彙總表,['10540']
上市保管有價證券週餘額表,['20606']
上市公司 103 年應編製與申報 CSR 報告書名單,['25163']
上市公司公司治理之相關規程規則,['36820']
上市公司召開股東常 (臨時) 會日期、地點及採用電子投票情形等資料彙總表,['33460']
上市公司各產業EPS統計資訊,['20756']
上市公司合併報表監察人酬金相關資訊,['24275']
上市公司合併報表董事酬金相關資訊,['24274']
上市公司基本資料,['18419']
上市公司截至各季綜合損益財測達成情形(簡式),['20758']
上市公司持股逾 10% 大股東名單,['18422']
上市公司採累積投票制、全額連記法、候選人提名制選任董監事及當選資料彙總表,['46759']
上市公司每日內部人持股轉讓事前申報表-持股未轉讓日報表,['22815']
上市公司每日內部人持股轉讓事前申報表-持股轉讓日報表,['22813']
上市公司每日重大訊息,['18415']
上市公司每月營業收入彙總表,['18420']
上市公司營益分析查詢彙總表(全體公司彙總報表),['20762']
上市公司獨立董監事兼任情形彙總表,['24270']
上市公司當季綜合損益經會計師查核(核閱)數與當季預測數差異達百分之十以上者，或截至當季累計差異達百分之2十以上者(簡式),['20760']
上市公司監察人酬金相關資訊,['24273']
上市公司經營權及營業範圍異(變)動專區-營業範圍重大變更公司,['36818']
上市公司經營權及營業範圍異(變)動專區-經營權異動且營業範圍重大變更停止買賣公司,['33459']
上市公司經營權及營業範圍異(變)動專區-經營權異動且營業範圍重大變更列為變更交易公司,['36819']
上市公司經營權及營業範圍異(變)動專區-經營權異動公司,['31613']
上市公司綜合損益表(一般業),['91998']
上市公司綜合損益表(保險業),['92000']
上市公司綜合損益表(異業),['92001']
上市公司綜合損益表(證券期貨業),['91996']
上市公司綜合損益表(金控業),['91999']
上市公司綜合損益表(金融業),['91995']
上市公司股利分派情形-經股東會確認,['32445']
上市公司股利分派情形-董事會通過,['31612']
上市公司股東會公告-召集股東常(臨時)會公告資料彙總表(起適用),['30920']
上市公司股東行使提案權情形彙總表,['49094']
上市公司董事、監察人持股不足法定成數彙總表,['20767']
上市公司董事、監察人持股不足法定成數連續達3個月以上彙總表,['30919']
上市公司董事、監察人質權設定占董事及監察人實際持有股數彙總表,['43532']
上市公司董事酬金相關資訊,['24272']
上市公司董事長是否兼任總經理,['36821']
上市公司董監事持股餘額明細資料,['22811']
上市公司財務報告經監察人承認情形,['27858']
上市公司資本變動統計表_New,['103534']
上市公司資產負債表(一般業),['94831']
上市公司資產負債表(保險業),['94833']
上市公司資產負債表(異業),['94834']
上市公司資產負債表(證券期貨業),['94830']
上市公司資產負債表(金控業),['94832']
上市公司資產負債表(金融業),['94829']
上市公司違反資訊申報、重大訊息及說明記者會規定專區,['24280']
上市公司金管會證券期貨局裁罰案件專區,['22817']
上市櫃公司(含公開發行及興櫃公司)監察人性別分析,['30875']
上市櫃公司(含公開發行及興櫃公司)董事性別分析,['30878']
上市櫃公司內部控制常見缺失,['10554']
上市櫃公司對外投資事業名錄,['7076']
上市櫃公司財務報告常見缺失彙總表_NEW,['119787']
上市櫃公司赴中國大陸投資事業名錄,['7077']
上市櫃檯合併保管有價證券週餘額表,['20609']
上市櫃證券借券交易及借券賣出統計表_NEW,['103546']
上市權證基本資料彙總表,['32444']
上市股票每股市值、本益比、週轉率之比較_NEW,['104039']
上市股票除權除息預告表,['89748']
上市認購(售)權證交易人數檔,['29080']
上市認購(售)權證年度發行量概況統計表,['27885']
上市認購(售)權證每日成交資料檔,['29081']
上市證券信用交易值分析表_NEW,['103547']
上櫃保管有價證券週餘額表,['20607']
上櫃信用交易餘額概況表,['20210']
上櫃個股單1證券鉅額交易日成交資訊,['17264']
上櫃僑外資及陸資持股比例排行表,['20214']
上櫃公司 103 年應編製與申報 CSR 報告書名單,['25164']
上櫃公司公司治理之相關規程規則,['52796']
上櫃公司各產業EPS統計資訊,['20757']
上櫃公司合併報表監察人酬金相關資訊,['24279']
上櫃公司合併報表董事酬金相關資訊,['24278']
上櫃公司截至各季綜合損益財測達成情形(簡式),['20759']
上櫃公司持股逾 10% 大股東名單,['18423']
上櫃公司採累積投票制、全額連記法、候選人提名制選任董監事及當選資料彙總表,['46760']
上櫃公司每日內部人持股轉讓事前申報表-持股未轉讓日報表,['22816']
上櫃公司每日內部人持股轉讓事前申報表-持股轉讓日報表,['22814']
上櫃公司每日重大訊息,['18418']
上櫃公司每月營業收入彙總表,['56510']
上櫃公司治理指數歷史收盤指數,['28668']
上櫃公司治理指數當日成分股資訊,['28667']
上櫃公司治理指數當日收盤指數,['30872']
上櫃公司營益分析查詢彙總表(全體公司彙總報表),['20763']
上櫃公司獨立董監事兼任情形彙總表,['24271']
上櫃公司當季綜合損益經會計師查核(核閱)數與當季預測數差異達百分之十以上者，或截至當季累計差異達百分之2十以上者(簡式),['20761']
上櫃公司監察人酬金相關資訊,['24277']
上櫃公司經營權及營業範圍異(變)動專區-營業範圍重大變更公司,['44113']
上櫃公司經營權及營業範圍異(變)動專區-經營權異動且營業範圍重大變更停止買賣公司,['54967']
上櫃公司經營權及營業範圍異(變)動專區-經營權異動且營業範圍重大變更列為變更交易公司,['54968']
上櫃公司經營權及營業範圍異(變)動專區-經營權異動公司,['44112']
上櫃公司綜合損益表(一般業),['94853']
上櫃公司綜合損益表(保險業),['94855']
上櫃公司綜合損益表(異業),['94856']
上櫃公司綜合損益表(證券期貨業),['94852']
上櫃公司綜合損益表(金控業),['94854']
上櫃公司綜合損益表(金融業),['94850']
上櫃公司股東行使提案權情形彙總表,['49095']
上櫃公司董事、監察人持股不足法定成數彙總表,['20768']
上櫃公司董事、監察人持股不足法定成數連續達3個月以上彙總表,['43534']
上櫃公司董事、監察人質權設定占董事及監察人實際持有股數彙總表,['43533']
上櫃公司董事酬金相關資訊,['24276']
上櫃公司董事長是否兼任總經理,['45668']
上櫃公司董監事持股餘額明細資料,['22812']
上櫃公司財務報告經監察人承認情形,['45669']
上櫃公司財報資訊( 一般業),['94865']
上櫃公司財報資訊(保險業),['94867']
